Public or Private,Apps received,Apps accepted,New students,Percent from top 10%,Percent from top 25%,FT undergrads,PT undergrads,in_state tuition,out_of_state tuition,room,board,fees,book costs,personal costs,PhD Faculty,faculty_student ratio,Graduation rate
2,268,187,63,,,260,11,18375,18375,,,380,300,300,56,7.5,61
1,5548,3563,1549,30,71,8909,506,2406,8124,,,,639,2385,83,22.7,61
1,5729,4520,1957,20,52,8516,1264,2208,6996,1565,1140,1070,279,1260,80,19.3,61
2,563,247,247,23,52,1427,432,12950,12950,5300,,215,612,576,72,12.4,60
1,1508,1259,569,16,44,1922,232,1386,1672,1820,1910,374,520,2200,63,27.9,60
2,510,387,194,20,46,771,53,10310,10310,,,,400,800,57,14.3,60
2,804,632,281,29,72,840,68,10390,10390,1790,2250,110,525,1345,54,12.5,60
2,1247,980,356,11,32,2207,814,10584,10584,,,60,500,2400,95,13.3,60
1,6151,3837,1215,,,9247,3584,2166,5166,2660,1820,1121,660,1053,76,17.6,60
2,1205,984,278,31,50,1071,98,14510,14510,2430,2910,,500,1400,84,12.5,60
1,2442,2164,1189,12,37,5983,1075,2134,4426,2664,,279,600,1000,76,18.1,60
2,335,284,132,28,69,534,216,10475,10475,3275,3025,176,500,2000,68,11.2,60
2,793,709,244,20,47,1022,411,9570,9570,1020,1980,250,400,1000,67,15.1,60
2,35,35,22,,,59,,7200,7200,,,,600,1300,80,11.8,60
2,3148,1616,504,9,24,3553,3152,11010,11010,2994,2406,611,623,,77,16.7,60
2,7428,5860,1349,25,63,6534,1350,11600,11600,3620,2300,650,1000,1000,81,13.9,60
1,7500,4350,872,,,4627,483,2650,6550,2300,2652,250,500,1350,70,17.1,60
2,1154,951,253,15,31,791,140,11172,11172,2590,2368,230,700,1350,68,11.6,60
2,882,730,330,2,13,926,12,4515,4515,2550,,115,850,2100,53,18.6,60
2,831,538,224,15,35,840,325,5170,5170,1400,2030,210,600,1590,61,16.1,60
2,1660,1232,721,23,52,2885,537,7440,7440,,,,450,2200,70,18.1,60
1,1164,1062,478,12,25,2138,227,1900,4470,,,,600,1210,33,16.3,60
1,7811,3817,1650,47,73,12911,1404,2033,7380,2335,2542,20,612,2091,72,19.8,59
1,10758,8559,1717,94,100,8713,607,,7699,6081,,4110,633,1191,94,21.3,59
1,9478,6312,2194,29,65,15646,1829,2124,8412,4180,,585,470,1800,87,19.2,59
1,1584,1456,891,6,18,3471,911,1434,5016,1782,2016,380,540,2256,48,28.8,59
2,1422,1109,366,33,65,1363,23,15360,15360,,,250,600,1000,82,12.8,59
2,7122,5386,1643,42,69,7760,876,16500,16500,3810,2716,180,630,1985,82,5.9,59
2,417,349,137,60,89,510,63,12960,12960,5450,,135,450,875,92,7.7,59
2,740,558,177,12,29,628,63,9620,9620,2050,1700,,550,950,49,10.8,59
2,1216,908,423,19,40,1819,281,10100,10100,1620,1900,200,550,1100,48,12.1,59
2,2013,1053,212,33,61,912,158,5150,5150,,,420,500,1655,64,10.5,59
2,1650,1471,409,7,21,1803,1116,8994,8994,5500,,800,498,2065,74,15.4,59
1,1208,803,438,20,48,1906,344,2790,6810,2124,1846,240,450,1647,67,15.9,59
2,450,405,194,17,34,614,388,13900,13900,2400,2800,,450,2150,46,10.9,59
2,663,547,315,32,67,1279,75,10060,10060,1780,1190,256,500,2600,74,11.2,59
1,376,256,256,,,816,1070,1935,5658,,3000,,475,,50,16.4,59
2,951,879,199,5,15,744,196,13325,13325,2770,2565,,,,42,9.5,59
1,3150,2289,650,16,51,3598,234,2650,6840,2750,1910,240,500,1000,71,15.1,59
2,1914,1190,634,,,2609,1482,14710,14710,5520,2500,150,1300,1080,69,10.2,59
1,2320,1805,769,24,61,3395,670,3620,6400,2058,1334,,580,2150,71,12.8,59
2,699,660,349,,,1198,296,8414,8414,1530,1966,250,504,900,49,14.1,59
1,1685,1640,856,,,3684,678,1221,4362,,,378,756,1794,62,20.5,59
2,818,620,218,,,868,247,10700,10700,,,,450,1400,60,9.2,59
2,824,670,337,15,41,1160,653,9400,9400,,,150,500,1100,37,8.4,59
1,2733,2000,917,,,4381,437,1920,6400,1175,1340,420,300,1500,66,20.6,59
2,664,515,210,12,44,712,10,15700,15700,,,300,400,1500,80,13,59
2,1646,1150,542,12,30,2128,82,5188,5188,1541,1855,427,650,2500,48,13.8,58
1,11651,8683,3023,50,90,18906,3242,1780,6680,1910,2150,,600,1020,80,23.1,58
2,540,445,165,23,70,1115,111,7210,7210,,,110,500,2000,62,13.2,58
2,392,351,155,16,44,738,430,10260,10260,3597,,150,600,1500,39,13.1,58
2,616,514,385,29,52,1115,60,9840,9840,1680,1140,339,450,822,59,14.8,58
1,1419,1313,813,11,30,4469,499,1778,5424,3000,,,300,2000,52,23.2,58
2,632,620,222,14,24,702,501,9550,9550,2250,1600,210,350,250,64,14.1,58
1,4847,3518,1900,27,65,6567,261,1044,1044,775,531,12,500,1200,46,24.6,58
2,1224,936,283,5,25,891,332,13600,13600,3050,2400,500,600,,39,8.7,58
2,244,198,82,12,33,1134,336,11700,11700,2100,3200,120,550,805,71,27.8,58
2,662,513,257,12,30,2074,726,11902,11902,4372,,112,540,950,65,12.8,58
1,3971,3306,1921,10,34,11493,2206,2270,4259,1704,921,255,350,1884,70,18.9,58
1,3325,2047,1301,20,45,5800,872,2200,4200,2700,,400,300,1200,53,20.2,58
2,639,427,182,,,527,32,6572,6572,,,336,1510,1695,,9.4,58
1,6574,4637,2940,32,62,14782,1583,3030,9057,3485,,414,600,1983,87,12.7,58
1,967,945,459,15,48,2806,538,1812,4528,1880,,482,500,1200,49,17.1,58
2,905,834,319,32,61,1073,179,11320,11320,2454,2048,584,550,1350,82,12.7,58
2,529,492,261,29,55,1093,322,8650,8650,3815,,290,390,1050,49,14.1,58
1,9274,6362,2435,14,44,13171,1687,764,7248,1590,1650,793,500,1700,74,13.2,58
2,516,392,154,32,62,630,549,11020,11020,2160,2810,50,610,1900,73,14,58
1,5220,2128,865,19,53,6411,3186,2400,3648,3160,1674,600,700,950,82,21.5,58
1,5785,2690,499,26,62,4005,1886,3640,7410,2780,1968,978,690,2009,90,17.4,58
2,1181,903,292,,,1622,166,13975,13975,4360,2380,380,1500,630,,10.8,58
2,692,514,209,20,50,760,81,9900,9900,2373,1617,,400,900,76,13.3,58
2,510,485,334,18,36,1114,94,7400,7400,,,516,600,600,57,19.8,58
1,2746,1505,1028,14,24,4787,789,2278,6312,,2940,370,,,53,16.3,58
2,907,771,387,,,2621,1808,6540,6540,2454,1872,330,500,1000,58,18.5,58
2,174,146,88,8,29,1047,33,8300,8300,1000,2080,200,600,600,62,15.2,58
2,1465,1006,188,10,30,703,20,4450,4450,,,,500,1200,43,22.9,58
2,81,72,51,33,71,139,3,8730,8730,,,150,400,800,92,9.3,58
2,1947,1580,523,39,74,1863,233,13900,13900,1740,2400,400,750,1500,90,10.6,57
1,8579,5561,3681,25,50,17880,1673,1650,6994,,,388,700,2681,88,13.7,57
2,1836,599,455,35,60,1540,51,,,1355,1480,188,450,1027,77,13.2,57
1,2857,2090,577,5,20,2879,1412,1408,5542,2330,1700,1826,450,1555,,14.7,57
1,1563,1005,240,1,19,1380,136,1408,5542,2400,1930,2147,500,1000,65,14.2,57
1,8671,5855,3395,,,8996,1901,3412,6911,4171,,,590,1082,38,18.2,57
1,5165,3887,1561,20,60,8234,2619,2422,6108,3800,,120,500,1000,64,20.6,57
2,440,391,231,13,27,1367,2662,5040,5040,2074,2078,40,395,1155,54,14.7,57
1,3366,1752,232,27,79,2585,1300,3641,7411,2780,1968,849,690,2009,90,18.6,57
1,12512,6969,1724,27,66,9744,1351,2650,6550,4712,,295,600,1200,91,10.5,57
1,5880,2840,1136,12,33,5866,918,3512,8285,2000,970,1150,500,,58,19.4,57
2,974,704,290,5,22,1145,39,12520,12520,3860,,500,1300,700,16,7.5,57
2,520,204,108,11,27,418,279,8940,8940,2324,2190,480,500,1150,28,13.4,57
2,845,690,323,,,1870,1720,9300,9300,3400,,60,600,1260,49,20.5,57
2,497,452,231,24,47,887,1957,9400,9400,4005,,395,500,1000,49,17.2,57
2,682,535,204,22,43,771,611,9500,9500,,,150,400,750,26,2.5,57
1,9630,7801,2881,23,49,14524,1053,2128,6370,2284,2026,,,,83,13.4,57
1,6004,4480,1470,,,12147,6681,1606,8990,3476,,1606,600,,88,19.9,56
2,1275,1275,635,,,615,1047,5340,5340,,,50,400,2000,46,12.5,56
2,407,317,181,21,48,468,31,9700,9700,1980,1764,150,470,1120,73,19,56
2,586,533,239,16,36,950,228,10520,10520,1812,1866,181,500,1000,48,13,56
2,532,481,127,,,815,801,10250,10250,,,70,550,,,9.1,56
2,1756,1360,478,42,77,1911,626,14550,14550,,,40,500,700,80,12.3,56
2,313,228,137,10,30,552,67,9414,9414,,,400,500,1700,34,10.6,56
2,601,503,204,28,57,671,11,13000,13000,2100,2000,200,400,460,91,11.6,56
1,10706,7219,2397,12,37,14826,1979,2600,7799,3296,,950,470,1750,73,17.3,56
2,202,184,122,19,42,537,101,8540,8540,1960,1620,200,500,1400,61,8.8,56
2,307,260,99,17,42,452,249,7500,7500,3200,,,650,,49,10.1,56
1,3347,2597,1006,10,37,4664,1630,1836,6919,,,1999,500,1250,74,15,56
1,4216,2290,736,20,52,4296,1027,2328,5130,2190,2500,766,600,1450,73,17.9,56
1,5260,4589,1741,23,52,7366,1795,3085,7975,4385,,,500,,93,14.5,56
1,6118,5254,3204,15,37,13131,3374,2370,4740,880,1710,166,500,1360,70,19.9,56
1,2800,1090,580,10,40,2124,199,2164,4306,1025,1075,213,275,1200,43,18.6,56
2,750,633,296,27,51,926,367,8850,8850,2100,1450,158,500,2600,73,11.4,56
2,624,599,170,,,612,150,10375,10375,1825,2750,,500,1050,79,13.8,56
2,3113,1786,457,24,49,1614,131,3850,3850,1924,1276,,,,43,14,56
2,627,585,260,20,46,908,109,10300,10300,1210,1760,,,,42,14.5,56
2,2186,1924,512,16,29,2683,1227,12280,12280,,,,750,1500,29,12.2,56
1,15039,9649,3087,36,100,13963,3124,2650,6550,4731,,424,708,957,90,13.6,56
2,571,461,174,10,26,645,283,10850,10850,,,,400,1159,58,12.8,56
1,15076,12860,5330,24,52,31039,6005,3087,9315,,,,525,2550,,13.1,56
1,4655,3113,1241,26,67,5965,954,2954,7352,1494,1762,593,500,,72,16.9,56
2,413,330,215,,55,1247,430,5400,5400,2340,,210,600,,65,14,56
2,477,417,204,29,54,1532,77,8840,8840,4240,,120,600,1400,58,20.8,56
1,6540,5839,2440,31,70,14445,1344,2907,8200,3910,,160,800,2719,84,16.9,56
1,4800,2900,1515,14,48,7764,1472,2158,6874,1450,944,,518,1890,73,19.2,56
1,1594,1572,675,,,2432,616,3954,,1800,1952,,500,,,15.3,56
2,345,320,179,,27,1367,578,5600,5600,1550,1700,300,350,,52,32.8,55
1,5385,3539,1259,,,13165,5937,1584,8964,,,352,630,2286,75,17.4,55
2,52,36,18,,,88,12,10560,10560,,,428,825,2325,100,7.2,55
2,688,497,144,30,75,641,101,10800,10800,2520,1920,690,570,1515,55,13.1,55
2,1109,688,386,20,65,1897,208,8325,8325,3050,1950,450,1200,1600,14,16.1,55
2,587,479,158,38,62,678,41,13500,13500,1025,2210,322,500,675,67,9.4,55
2,785,647,295,15,65,1670,726,10860,10860,2666,1958,110,600,794,87,13.7,55
1,6491,5027,1563,6,24,9015,1449,1902,5706,1843,1350,705,600,1993,77,17.2,55
2,727,693,286,30,55,1063,48,8000,8100,1975,1975,50,550,550,73,13.3,55
1,4269,2594,985,27,57,6476,2592,3338,8594,1930,2478,,494,2768,82,18.4,55
1,9167,7191,2738,24,53,15739,4278,2785,6940,1675,2425,455,500,1700,80,24.7,55
2,1083,880,291,13,34,915,80,9270,9270,,,,600,1860,75,13.5,55
1,3224,2519,1057,11,31,5000,706,718,6390,1142,1238,647,110,1622,67,14.6,55
1,6071,3856,1449,15,67,6635,1145,1492,7558,2100,1580,752,500,1500,82,19.1,55
1,2837,2697,1417,,,5764,1176,1665,2550,1280,1350,243,450,1970,59,19,55
2,1011,604,213,17,42,693,868,8900,8900,,,105,425,1000,87,13.9,55
2,460,283,160,15,34,508,34,7950,7950,1680,2130,450,600,1200,35,11.6,55
2,874,758,428,21,46,1605,246,9858,9858,2020,1680,135,450,1200,42,17.6,55
1,2694,1725,606,,,2891,332,3154,7452,1984,1380,486,650,800,48,15.9,55
2,941,772,214,10,30,1247,776,11390,11390,,,,500,750,77,10.6,55
2,519,327,114,25,53,457,2,21700,21700,2100,2000,,600,500,35,10.1,55
2,494,313,157,23,46,1317,1235,8352,8352,,,90,650,2449,36,11.1,55
2,708,334,166,46,74,530,182,8644,8644,2382,1540,120,500,800,79,12.6,54
2,346,274,146,51,87,704,63,9900,9900,1500,2170,174,630,1818,59,10.5,54
2,809,687,428,20,43,1889,217,10176,10178,,,134,800,750,71,16.1,54
2,349,313,111,,,765,191,13020,13020,,,840,900,2160,28,13.5,54
2,,,182,18,36,781,82,6072,6072,,,,400,3036,48,16.8,54
1,3580,2603,1627,36,69,11028,2411,1460,4460,1808,1230,97,687,1281,85,11.8,54
1,8681,6695,2408,10,35,15701,1823,2600,7799,3403,,815,537,2605,77,21,54
2,678,640,388,,58,1503,293,7700,7700,4140,,136,,,39,14.6,54
1,5880,4075,2833,25,55,14914,2246,1713,6995,3120,,403,600,2000,76,18.5,54
1,2916,2167,911,,,4147,449,2431,5428,2280,2110,418,700,950,78,17.8,54
2,1428,1097,336,22,50,1036,99,11250,11250,1590,2160,100,400,1165,53,12.9,54
2,373,298,86,14,43,651,490,8950,8950,3800,,80,500,,57,10.6,54
1,2729,2535,1257,8,29,4787,472,2130,3735,3136,,67,250,1630,62,21.7,54
2,472,410,262,14,41,9950,71,7620,7620,1700,1350,,400,400,51,17,54
2,504,482,185,10,36,550,84,9130,9130,1950,1372,465,450,1450,46,12.6,54
2,2707,1881,478,14,34,1893,847,12480,12480,2700,2590,490,530,1740,70,14.2,54
1,2868,2409,1524,,,5916,2939,1740,6490,2635,1925,20,600,2900,78,15.4,54
2,360,329,108,4,19,756,863,8310,8310,5500,,395,600,1800,43,12.7,54
1,6855,5553,2408,26,57,11036,2011,3234,8907,2703,1994,498,556,1851,89,10.8,54
1,8631,6732,2546,25,61,11669,1605,3090,10602,,,,570,1530,79,19.7,54
2,458,369,165,16,42,1057,355,11190,11190,2260,2540,30,450,1230,60,13.6,54
1,3812,2227,818,4,27,3947,611,,,2100,1156,,500,,66,19.4,54
1,4419,3074,1349,,20,6318,817,3086,7844,1760,1890,599,500,1500,54,19,54
1,2056,2054,2054,10,40,2239,686,1411,3437,1128,1074,832,550,1925,68,20.2,54
1,2594,2542,1580,11,29,6461,910,1740,4025,1505,2125,,700,1400,76,16.9,54
1,4918,3965,1704,18,50,7306,707,2369,7157,,,,,1700,,21.3,54
2,1107,904,308,,,1142,27,12700,12700,2700,2780,60,520,1170,90,14.8,53
1,1558,1254,472,20,57,3754,2477,1597,6172,,,,541,1387,83,23.4,53
2,4502,2497,790,,,2844,88,7908,7908,2168,2070,200,600,1500,63,14.9,53
1,1612,1077,775,,45,2023,316,1382,4145,2445,,294,180,,60,17.5,53
2,560,454,113,36,56,484,16,10955,10955,1915,1535,150,330,670,62,10.6,53
2,273,229,66,25,60,439,415,7800,7800,3820,,270,800,,50,8.2,53
2,257,183,109,19,41,396,38,7850,7850,2010,1400,200,400,1500,55,10,53
1,1100,1078,560,,36,3157,2705,2790,4774,1410,1800,32,450,1000,82,13.8,53
2,1891,1698,719,24,80,2740,761,11100,11100,2980,2890,190,600,750,77,11.7,53
1,3986,3026,1093,8,29,5740,4182,4694,9838,1774,2390,,500,1160,81,16.1,53
1,3041,2581,1173,16,56,6441,3982,3123,9114,,,230,400,650,88,19.7,53
1,4192,3126,1656,15,45,5887,1254,2994,8828,,,310,753,2610,79,19,53
1,4255,3277,1609,18,57,10094,1621,4946,9866,1684,1400,477,480,1479,77,15.9,53
2,3280,578,311,18,49,1120,33,5010,5010,,,500,500,800,53,14.5,53
1,3844,3383,1669,26,47,7524,804,1996,4916,1560,2250,548,600,550,81,20.3,53
1,5191,4134,1500,15,44,7532,1847,931,8677,1715,1790,958,600,1300,75,15.5,53
1,6277,6003,3526,33,63,16454,3171,2055,5595,1375,1770,360,500,2070,86,15.1,53
2,1606,1413,530,23,38,1921,1154,9408,9408,2820,2700,295,500,450,78,12.1,53
2,303,198,101,10,40,443,153,9370,9370,1870,2460,,,,50,9.5,53
1,7888,3519,1036,6,40,5011,346,2650,6550,2680,2000,316,630,1274,82,17.8,53
1,8399,3609,656,19,53,4658,1478,2650,6550,1790,2450,271,550,1500,85,15.3,53
2,2531,1978,778,,,4730,2007,9190,9190,2980,2520,850,500,1250,74,18.6,53
1,818,700,447,20,50,2962,651,1500,3738,,,,450,1022,55,19.6,53
2,787,562,363,21,55,925,605,5950,5950,1200,1690,120,600,1300,67,14.6,53
1,7473,5372,3013,27,53,15749,3237,1830,5764,1584,1678,222,750,3300,86,16.5,53
2,377,358,181,15,30,653,129,7150,7150,2770,1580,,450,1500,61,17.8,53
2,452,331,269,17,54,1417,301,6150,6150,,,70,550,1200,59,16.6,52
2,1681,1069,344,35,63,1235,30,16249,16249,5699,,579,500,1998,84,13.6,52
1,2702,1623,604,7,24,2315,146,1819,5918,1936,1819,507,500,2050,76,19.4,52
2,305,287,109,38,,382,46,11500,11500,,,460,515,1374,68,7.6,52
1,1868,1788,829,,,3467,1167,1694,4457,1434,1305,312,450,500,70,21.4,52
2,894,787,262,28,63,909,28,8050,8050,,,,600,1000,75,15.6,52
2,1002,555,119,16,43,836,684,7680,7680,1820,1920,135,500,800,70,17.7,52
2,213,155,75,28,66,504,147,7200,7200,,,,550,1500,56,11.8,52
1,2825,2495,1300,,,6311,975,1580,4740,,,320,500,1050,58,19.9,52
1,2225,1910,1190,29,55,5968,955,1580,4738,1290,1820,280,700,940,72,20.2,52
1,7769,5689,2675,,,14931,2596,2160,6640,,,330,450,1340,95,12.2,52
1,2920,2506,1682,,,7112,3832,1720,4720,2900,,,500,500,66,17.7,52
2,100,90,35,10,52,282,331,8400,8400,2812,,195,300,2134,10,12.1,52
2,469,435,227,17,39,851,120,10535,10535,2250,2115,140,550,3700,39,12.9,52
2,632,494,129,17,36,709,131,9000,9000,4850,,920,300,2480,78,13.2,52
2,812,689,195,7,24,646,84,8242,8242,1900,2330,500,600,1295,77,12.7,52
2,817,708,262,22,52,935,37,9376,9376,1338,1934,396,500,1902,57,13,52
1,1373,1373,724,6,21,2754,474,1500,2700,1230,1430,264,540,1660,60,20.3,52
2,809,726,294,27,52,1271,43,12500,12500,2080,2050,140,400,1050,53,13.5,52
2,212,197,91,28,56,471,148,13500,13500,2615,2615,150,400,850,95,9.3,52
1,6502,3539,1372,11,51,7484,1904,3086,7844,4108,,560,400,2000,76,15.3,52
2,361,321,185,10,41,650,819,8842,8842,2862,1920,140,600,1100,57,14.2,52
2,651,498,453,,23,1831,180,4788,4788,1660,1660,132,500,1800,42,18.5,52
2,626,372,145,12,34,983,40,7700,7700,3400,,100,450,800,70,21.9,52
2,584,413,131,19,51,521,99,8955,8955,2810,3090,40,500,1488,51,11.8,52
2,907,802,200,15,30,726,61,9570,9570,1560,2190,230,350,,58,15.9,52
2,582,498,172,21,44,799,78,10468,10468,1574,1806,92,660,1800,40,11.5,52
1,1351,892,570,18,78,2385,331,2220,4440,,,124,300,600,72,18.9,51
2,598,441,153,16,36,527,312,12500,12500,3700,3110,624,500,500,76,7.9,51
2,451,306,123,10,18,611,146,9980,9980,2010,1630,280,600,2240,46,12,51
2,500,336,156,25,55,421,27,6500,6500,,,,500,1000,76,14.3,51
1,9361,7910,3849,38,50,16148,2207,2864,7244,3608,,,500,1500,69,17.7,51
1,4915,3340,1064,4,21,5356,1502,1408,5542,2291,1700,2014,500,1750,73,17.1,51
1,1406,1169,522,10,28,2432,592,3312,6456,1625,2561,,500,600,47,19.9,51
1,4519,3844,1432,,25,6261,1634,2076,3880,,,50,400,1165,59,22,51
2,620,565,296,,,766,58,10500,10500,1600,1900,,550,500,53,16,51
2,927,731,415,24,50,2149,2217,11130,11130,1926,2070,100,600,2166,72,13.5,51
1,1047,938,511,13,33,2091,546,2285,4285,2750,,365,600,1800,58,16.5,51
1,1458,874,588,56,86,1846,154,3330,9843,1365,1755,315,600,1500,74,14.6,51
2,1576,1110,274,24,55,992,112,8000,8000,,,,400,500,51,14.1,51
1,1531,827,405,12,46,1630,143,556,5030,1220,1428,584,170,,68,14.1,51
1,233,233,153,5,12,658,58,1680,4486,2516,,240,600,1900,68,15.7,51
2,5187,4471,446,3,14,1818,1197,13320,13320,2500,2130,310,500,800,50,17.6,51
1,3820,1431,695,21,70,5303,3942,2342,4356,,,753,800,800,76,22.1,51
2,461,381,174,10,43,738,55,9600,9600,4550,,265,600,750,55,13.3,51
2,259,219,118,,,513,23,9200,9200,,,200,375,2100,23,16.8,51
1,4772,3140,1265,22,55,6851,1200,3060,6120,2200,1260,,666,2316,73,17.2,51
1,1166,1009,510,9,33,2074,341,3340,4938,1867,1120,50,528,1702,67,17,51
1,1854,1391,732,9,28,3020,1174,2710,7000,2640,1450,,600,,74,17,51
1,938,938,588,7,23,2629,1283,1323,3222,,,934,500,,63,29.2,51
2,1464,888,176,26,52,624,128,11200,11200,1998,2210,150,500,1642,80,11.1,51
1,535,502,223,6,20,959,150,3168,7320,2092,2548,826,500,600,48,12.6,51
1,2785,2011,1007,8,65,6507,898,2053,7242,3603,,75,654,1416,67,18.1,51
1,7593,5972,2682,,57,13780,1599,2172,5424,1600,1930,,580,1654,80,17.3,50
1,5945,3887,1566,,60,11177,4027,,5904,2499,2363,1720,630,2430,73,18.5,50
2,213,173,75,,,648,150,12790,12790,6100,,250,650,2250,56,11.6,50
1,2172,1493,564,14,50,2766,1531,1842,5962,2436,1880,1513,650,500,71,16.9,50
1,1256,1256,853,43,79,3957,588,1729,5401,1512,1632,,450,1888,72,19.3,50
1,4681,4101,1436,10,35,8094,1596,2310,4620,1210,2078,,300,2250,69,19.7,50
1,3297,2903,1907,13,32,9633,3662,2196,4536,,,594,570,1410,71,18,50
2,758,681,484,35,59,1707,705,5390,5390,1350,1790,530,515,1290,63,15.1,50
1,5870,4461,2272,12,32,9851,1289,780,4860,3610,,618,200,,85,21.4,50
2,497,423,215,27,57,895,429,7850,7850,1490,1920,50,490,1700,54,13.8,50
1,4217,3100,1686,17,46,9375,5457,672,4104,5376,,768,452,1200,94,25.3,50
2,917,720,213,21,60,979,743,8820,8820,1340,2710,60,600,2025,68,10.5,50
2,152,128,75,17,41,282,22,9100,9100,1800,1900,90,500,1400,48,8.5,50
1,2485,1800,1800,10,25,4540,2073,1800,4238,1400,1640,100,600,,37,19.6,50
2,4226,3666,2007,14,60,7703,2339,1660,5094,2030,1980,330,700,1560,77,16.6,50
1,14079,12238,4529,29,57,21664,4894,1828,7434,2186,2030,66,620,2550,91,19.6,49
1,5609,2756,1268,,,9358,5222,1788,7454,2900,,119,577,,53,20.4,49
1,2329,1619,1521,,,6609,4398,,,,,,,,93,20.3,49
2,659,530,325,,,1067,268,12180,12180,2160,1695,195,683,2438,69,12.6,49
1,4158,2532,902,6,24,6394,3881,1842,5962,2384,2060,1298,500,985,69,16.7,49
2,367,274,158,12,41,917,479,9592,9592,,,,500,700,71,13.7,49
2,358,276,172,5,24,838,122,8516,8516,,1910,115,650,,55,25,49
2,331,331,225,15,36,1100,166,6840,6840,,,472,1100,4913,33,15.4,49
2,848,587,298,25,55,935,184,6060,6060,1850,1220,,600,1300,62,17.7,49
2,2097,1915,695,34,61,2793,166,6900,6900,,,200,617,781,67,14.4,49
1,6693,5423,2242,,,13142,6421,2482,6360,4031,,233,600,1200,74,20.6,49
2,372,362,181,15,32,1501,353,8600,8600,1980,1570,106,385,665,48,15.4,49
2,633,504,210,11,32,920,148,7780,7780,1820,1550,270,600,1300,50,15.1,49
2,270,225,65,15,35,3440,4103,3750,3750,,,,700,800,39,18.4,49
1,1877,1826,823,49,77,3926,561,3030,9057,,,551,700,1435,88,14.4,49
2,1328,673,282,25,75,1006,174,4000,4000,998,1050,268,225,,44,19.6,49
1,2777,2249,1652,20,54,8334,1435,2110,5634,1033,1670,318,450,1200,97,15.9,49
1,7294,3564,904,7,34,5758,1363,2650,6550,2760,1700,315,500,705,79,19,49
2,1220,974,481,28,67,1964,623,7800,7800,1974,1690,250,650,900,61,11.1,49
2,272,272,145,13,50,770,213,4750,4750,1870,1400,320,500,800,57,14,49
2,1497,1469,383,,,2028,773,2052,4426,1454,1782,,400,1874,55,19.2,49
1,1471,1281,824,18,67,4343,990,1697,2883,1450,1120,75,300,,50,23,48
1,1734,1729,951,12,52,3602,939,1730,3460,,,60,450,1000,57,19.6,48
1,12809,10308,3761,24,49,22593,7585,1828,7434,,,66,700,2100,88,18.9,48
1,10278,7746,2576,,,,,1053,8233,4400,,,,,80,20.3,48
1,3181,2089,826,,,6035,6414,1800,6700,1940,2120,,600,2270,90,15.6,48
1,1702,1448,726,12,39,2726,472,1800,3200,2145,,,,,60,19,48
2,213,166,85,13,36,513,247,8670,8670,3820,,80,450,1000,43,12.5,48
2,878,816,200,16,41,706,62,8740,8740,1463,1900,105,550,1700,62,11.6,48
2,420,293,93,11,32,336,80,7950,7950,1550,2200,260,600,2740,54,9.8,48
1,1618,1141,479,18,54,4793,4552,2424,7246,,,348,500,4288,71,13.4,48
2,665,462,226,17,44,1739,1550,9160,9160,2100,2240,50,500,500,68,20.6,48
1,944,774,440,14,34,2174,529,628,6360,1410,1350,514,550,1498,77,15,48
2,838,651,159,11,25,654,162,8640,8640,,,,400,1915,62,12.2,48
2,659,601,342,12,34,1476,282,6490,6490,1345,1510,75,500,1800,26,18,48
2,355,304,168,,,447,111,8760,8760,1540,1150,,550,1800,48,8.5,48
1,2170,2170,1433,9,40,5949,4887,2450,5050,,,106,,,71,17.6,48
1,3055,2959,1527,,,15428,5370,2693,7441,2564,1155,706,550,500,81,20.4,48
2,713,661,252,25,44,712,23,15476,15476,1538,1798,1404,400,1100,69,11.3,48
